	verb	transitive	Table-base	unvocalized	unmarked	normalized	stamp	length	salim	weak	url
76	اِسْتَأْثَرَ	ل/م	129	استأثر	استأثر	استءثر	ستثر	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأثر
77	أَثَفَ	ل/م	54	أثف	أثف	ءثف	ثف	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أثف
78	أَثَّفَ	م	112	أثف	أثّف	ءثف	ثف	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أثّف
79	آثَفَ	م	106	آثف	آثف	ءاثف	ثف	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آثف
80	تَأَثَّفَ	ل/م	126	تأثف	تأثّف	تءثف	تثف	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأثّف
81	أَثَلَ	ل	54	أثل	أثل	ءثل	ثل	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أثل
82	أَثُلَ	ل	57	أثل	أثل	ءثل	ثل	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أثل
83	أَثَّلَ	ل/م	112	أثل	أثّل	ءثل	ثل	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أثّل
84	تَأَثَّلَ	ل	126	تأثل	تأثّل	تءثل	تثل	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأثّل
85	أَثِمَ	ل	56	أثم	أثم	ءثم	ثم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أثم
86	أَثَّمَ	م	112	أثم	أثّم	ءثم	ثم	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أثّم
87	آثَمَ	م	106	آثم	آثم	ءاثم	ثم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آثم
88	تَأَثَّمَ	ل	126	تأثم	تأثّم	تءثم	تثم	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأثّم
89	أَثا	ل	62	أثا	أثا	ءثا	ث	3	مهموز	ناقص واوي	http://qutrub.arabeyes.org/verb/أثا
90	آثَى	م	111	آثى	آثى	ءاثى	ث	4	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/آثى
91	تَآثَى	ل	125	تآثى	تآثى	تءءثى	تث	5	مهموز	ناقص	http://qutrub.arabeyes.org/verb/تآثى
92	أَجَّ	ل	58	أج	أجّ	ءج	ج	3	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجّ
93	أَجَّجَ	م	112	أجج	أجّج	ءجج	ج	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجّج
94	آجَجَ	م	106	آجج	آجج	ءاجج	ج	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آجج
95	تَأَجَّجَ	ل	126	تأجج	تأجّج	تءجج	تج	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأجّج
96	اِئْتَجَّ	ل	114	ائتج	ائتجّ	اءتج	تج	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/ائتجّ
97	أَجَدَ	م	53	أجد	أجد	ءجد	جد	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجد
98	أَجَّدَ	م	112	أجد	أجّد	ءجد	جد	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجّد
99	آجَدَ	م	106	آجد	آجد	ءاجد	جد	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آجد
100	أَجَرَ	ل/م	53	أجر	أجر	ءجر	جر	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجر
101	آجَرَ	م	106	آجر	آجر	ءاجر	جر	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آجر
102	آجَرَ	م	109	آجر	آجر	ءاجر	جر	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آجر
103	اِئْتَجَرَ	ل	114	ائتجر	ائتجر	اءتجر	تجر	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/ائتجر
104	اِسْتَأْجَرَ	م	129	استأجر	استأجر	استءجر	ستجر	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأجر
105	اِسْتَأْجَزَ	ل	129	استأجز	استأجز	استءجز	ستجز	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأجز
106	أَجَلَ	م	53	أجل	أجل	ءجل	جل	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجل
107	أَجِلَ	ل	56	أجل	أجل	ءجل	جل	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجل
108	أَجَّلَ	م	112	أجل	أجّل	ءجل	جل	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجّل
109	آجَلَ	م	106	آجل	آجل	ءاجل	جل	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آجل
110	تَأَجَّلَ	ل/م	126	تأجل	تأجّل	تءجل	تجل	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأجّل
111	اِسْتَأْجَلَ	م	129	استأجل	استأجل	استءجل	ستجل	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأجل
112	أَجَمَ	ل/م	54	أجم	أجم	ءجم	جم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجم
113	أَجِمَ	م	56	أجم	أجم	ءجم	جم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجم
114	أَجَّمَ	م	112	أجم	أجّم	ءجم	جم	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجّم
115	آجَمَ	م	106	آجم	آجم	ءاجم	جم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آجم
116	تَأَجَّمَ	ل	126	تأجم	تأجّم	تءجم	تجم	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأجّم
117	أَجَنَ	ل/م	53	أجن	أجن	ءجن	جن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجن
118	أَجُنَ	ل	57	أجن	أجن	ءجن	جن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجن
119	أَجِنَ	ل	56	أجن	أجن	ءجن	جن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجن
120	أحَّ	ل	58	أح	أحّ	ءح	ح	3	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أحّ
121	أَحَّى	ل	113	أحى	أحّى	ءحى	ح	4	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/أحّى
122	أَحَّدَ	م	112	أحد	أحّد	ءحد	حد	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أحّد
123	اِسْتَأْحَدَ	ل	129	استأحد	استأحد	استءحد	ستحد	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأحد
124	أَحِنَ	ل	56	أحن	أحن	ءحن	حن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أحن
125	آحَنَ	م	109	آحن	آحن	ءاحن	حن	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آحن
126	أَخَذَ	م/ل	53	أخذ	أخذ	ءخذ	خذ	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أخذ
127	أَخُذَ	ل	57	أخذ	أخذ	ءخذ	خذ	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أخذ
128	تَخِذَ	ل	56	تخذ	تخذ	تخذ	تخذ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/تخذ
129	أَخَّذَ	م	112	أخذ	أخّذ	ءخذ	خذ	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أخّذ
130	آخَذَ	م	106	آخذ	آخذ	ءاخذ	خذ	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آخذ
131	آخَذَ	م	109	آخذ	آخذ	ءاخذ	خذ	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آخذ
132	اِئْتَخَذَ	ل	114	ائتخذ	ائتخذ	اءتخذ	تخذ	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/ائتخذ
133	اِتَّخَذَ	م	118	اتخذ	اتّخذ	اتخذ	تخذ	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اتّخذ
134	اِسْتَأْخَذَ	ل	129	استأخذ	استأخذ	استءخذ	ستخذ	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأخذ
135	أَخَّرَ	ل/م	112	أخر	أخّر	ءخر	خر	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أخّر
136	تَأَخَّرَ	ل	126	تأخر	تأخّر	تءخر	تخر	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأخّر
137	اِسْتَأْخَرَ	ل	129	استأخر	استأخر	استءخر	ستخر	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأخر
138	أَخا	م	62	أخا	أخا	ءخا	خ	3	مهموز	ناقص واوي	http://qutrub.arabeyes.org/verb/أخا
139	أَخَّى	م/ل	113	أخى	أخّى	ءخى	خ	4	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/أخّى
140	آخَى	م/ل	111	آخى	آخى	ءاخى	خ	4	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/آخى
141	تَأَخَّى	م	127	تأخى	تأخّى	تءخى	تخ	5	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/تأخّى
142	تَآخَى	ل	125	تآخى	تآخى	تءءخى	تخ	5	مهموز	ناقص	http://qutrub.arabeyes.org/verb/تآخى
143	أَدَبَ	ل/م	54	أدب	أدب	ءدب	دب	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدب
144	أَدُبَ	ل	57	أدب	أدب	ءدب	دب	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدب
145	أَدَّبَ	م	112	أدب	أدّب	ءدب	دب	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدّب
146	آدَبَ	ل/م	106	آدب	آدب	ءادب	دب	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آدب
147	تَأَدَّبَ	ل	126	تأدب	تأدّب	تءدب	تدب	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأدّب
148	أَدَّ	ل/م	58	أد	أدّ	ءد	د	3	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدّ
149	تَأَدَّدَ	ل	126	تأدد	تأدّد	تءدد	تد	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأدّد
150	أَدِرَ	ل	56	أدر	أدر	ءدر	در	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدر
151	أَدَلَ	ل	54	أدل	أدل	ءدل	دل	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدل
152	أَدَمَ	ل/م	54	أدم	أدم	ءدم	دم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدم
153	أَدُمَ	ل	57	أدم	أدم	ءدم	دم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدم
154	أَدِمَ	ل	56	أدم	أدم	ءدم	دم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدم
155	أَدَّمَ	م	112	أدم	أدّم	ءدم	دم	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أدّم
156	آدَمَ	ل/م	106	آدم	آدم	ءادم	دم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آدم
157	اِئْتَدَمَ	ل	114	ائتدم	ائتدم	اءتدم	تدم	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/ائتدم
158	اِسْتَأْدَمَ	م	129	استأدم	استأدم	استءدم	ستدم	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأدم
159	أَدا	ل/م	62	أدا	أدا	ءدا	د	3	مهموز	ناقص واوي	http://qutrub.arabeyes.org/verb/أدا
160	أَدَى	ل	65	أدى	أدى	ءدى	د	3	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/أدى
161	أَدَّى	م	113	أدى	أدّى	ءدى	د	4	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/أدّى
162	آدَى	ل/م	106	آدى	آدى	ءادى	د	4	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/آدى
163	تَأَدَّى	ل	127	تأدى	تأدّى	تءدى	تد	5	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/تأدّى
164	تَآدَى	ل	125	تآدى	تآدى	تءءدى	تد	5	مهموز	ناقص	http://qutrub.arabeyes.org/verb/تآدى
165	اِسْتَأْدَى	م	131	استأدى	استأدى	استءدى	ستد	6	مهموز	ناقص	http://qutrub.arabeyes.org/verb/استأدى
166	أَذَنَ	ل/م	53	أذن	أذن	ءذن	ذن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أذن
167	أَذِنَ	ل	56	أذن	أذن	ءذن	ذن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أذن
168	أَذَّنَ	ل/م	112	أذن	أذّن	ءذن	ذن	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أذّن
169	آذَنَ	ل/م	106	آذن	آذن	ءاذن	ذن	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آذن
170	تَأَذَّنَ	ل	126	تأذن	تأذّن	تءذن	تذن	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأذّن
171	اِسْتَأْذَنَ	م/ل	129	استأذن	استأذن	استءذن	ستذن	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأذن
172	أَذِيَ	ل	67	أذي	أذي	ءذي	ذ	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أذي
173	آذَى	م	106	آذى	آذى	ءاذى	ذ	4	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/آذى
174	تَأَذَّى	ل	127	تأذى	تأذّى	تءذى	تذ	5	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/تأذّى
175	أَرَبَ	م	54	أرب	أرب	ءرب	رب	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرب
176	أَرُبَ	ل	57	أرب	أرب	ءرب	رب	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرب
177	أَرِبَ	ل	56	أرب	أرب	ءرب	رب	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرب
178	أَرَّبَ	ل/م	112	أرب	أرّب	ءرب	رب	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّب
179	آرَبَ	ل	106	آرب	آرب	ءارب	رب	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آرب
180	آرَبَ	م	109	آرب	آرب	ءارب	رب	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آرب
181	تَأَرَّبَ	ل	126	تأرب	تأرّب	تءرب	ترب	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأرّب
182	اِسْتَأْرَبَ	ل	129	استأرب	استأرب	استءرب	سترب	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأرب
183	أَرَّثَ	م/ل	112	أرث	أرّث	ءرث	رث	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّث
184	تَأَرَّثَ	ل	126	تأرث	تأرّث	تءرث	ترث	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأرّث
185	أَرَجَ	ل/م	54	أرج	أرج	ءرج	رج	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرج
186	أَرِجَ	ل	56	أرج	أرج	ءرج	رج	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرج
187	أَرَّجَ	م/ل	112	أرج	أرّج	ءرج	رج	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّج
188	تَأَرَّجَ	ل	126	تأرج	تأرّج	تءرج	ترج	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأرّج
189	أَرَخَ	ل	55	أرخ	أرخ	ءرخ	رخ	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرخ
190	أَرَخَ	م	53	أرخ	أرخ	ءرخ	رخ	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرخ
191	أَرَّخَ	م	112	أرخ	أرّخ	ءرخ	رخ	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّخ
192	أرَّ	ل	59	أر	أرّ	ءر	ر	3	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّ
193	أرَّ	ل/م	58	أر	أرّ	ءر	ر	3	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّ
194	أَرَزَ	ل	54	أرز	أرز	ءرز	رز	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرز
195	أَرَسَ	ل	54	أرس	أرس	ءرس	رس	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرس
196	أَرَّسَ	ل/م	112	أرس	أرّس	ءرس	رس	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّس
197	آرَسَ	ل	106	آرس	آرس	ءارس	رس	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آرس
198	أَرَشَ	ل/م	53	أرش	أرش	ءرش	رش	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرش
199	أَرَّشَ	ل/م	112	أرش	أرّش	ءرش	رش	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّش
200	اِئْتَرَشَ	م	114	ائترش	ائترش	اءترش	ترش	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/ائترش
201	أَرَضَ	م	53	أرض	أرض	ءرض	رض	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرض
202	أَرُضَ	ل	57	أرض	أرض	ءرض	رض	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرض
203	أَرِضَ	ل	56	أرض	أرض	ءرض	رض	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرض
204	أَرَّضَ	م	112	أرض	أرّض	ءرض	رض	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّض
205	تَأَرَّضَ	ل/م	126	تأرض	تأرّض	تءرض	ترض	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأرّض
206	اِسْتَأْرَضَ	ل	129	استأرض	استأرض	استءرض	سترض	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأرض
207	أَرَطَ	ل/م	53	أرط	أرط	ءرط	رط	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرط
208	أَرِطَ	ل	56	أرط	أرط	ءرط	رط	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرط
209	آرَطَ	ل	106	آرط	آرط	ءارط	رط	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آرط
210	أَرَّفَ	م	112	أرف	أرّف	ءرف	رف	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّف
211	آرَفَ	م	109	آرف	آرف	ءارف	رف	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آرف
212	أَرِقَ	ل	56	أرق	أرق	ءرق	رق	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرق
213	أَرَّقَ	م	112	أرق	أرّق	ءرق	رق	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرّق
214	آرَقَ	م	106	آرق	آرق	ءارق	رق	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آرق
215	تَأَرَّقَ	ل	126	تأرق	تأرّق	تءرق	ترق	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأرّق
216	اِئْتَرَقَ	ل	114	ائترق	ائترق	اءترق	ترق	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/ائترق
217	أَرَكَ	ل/م	53	أرك	أرك	ءرك	رك	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرك
218	أَرِكَ	ل	56	أرك	أرك	ءرك	رك	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرك
219	أَرَمَ	ل/م	54	أرم	أرم	ءرم	رم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرم
220	أَرِمَ	ل	56	أرم	أرم	ءرم	رم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرم
221	أَرَنَ	م	53	أرن	أرن	ءرن	رن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرن
222	أَرِنَ	ل	56	أرن	أرن	ءرن	رن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أرن
223	آرَنَ	م	109	آرن	آرن	ءارن	رن	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آرن
224	أرا	م	62	أرا	أرا	ءرا	ر	3	مهموز	ناقص واوي	http://qutrub.arabeyes.org/verb/أرا
225	أَرَى	ل/م	65	أرى	أرى	ءرى	ر	3	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/أرى
226	أَرِيَ	ل	67	أري	أري	ءري	ر	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أري
227	أَرَّى	م/ل	113	أرى	أرّى	ءرى	ر	4	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/أرّى
228	آرَى	م	106	آرى	آرى	ءارى	ر	4	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/آرى
229	تَأَرَّى	ل/م	127	تأرى	تأرّى	تءرى	تر	5	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/تأرّى
230	اِئْتَرَى	ل	116	ائترى	ائترى	اءترى	تر	5	مهموز	ناقص	http://qutrub.arabeyes.org/verb/ائترى
231	أَزَبَ	ل	54	أزب	أزب	ءزب	زب	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزب
232	أَزِبَ	ل	56	أزب	أزب	ءزب	زب	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزب
233	تَأَزَّبَ	م	126	تأزب	تأزّب	تءزب	تزب	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأزّب
234	أَزَجَ	ل	54	أزج	أزج	ءزج	زج	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزج
235	أَزِجَ	ل	56	أزج	أزج	ءزج	زج	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزج
236	أَزَّجَ	م	112	أزج	أزّج	ءزج	زج	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزّج
237	أَزَحَ	ل	54	أزح	أزح	ءزح	زح	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزح
238	تَأَزَّحَ	ل	126	تأزح	تأزّح	تءزح	تزح	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأزّح
239	أَزَرَ	ل/م	53	أزر	أزر	ءزر	زر	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزر
240	أَزِرَ	ل	56	أزر	أزر	ءزر	زر	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزر
241	أَزَّرَ	م	112	أزر	أزّر	ءزر	زر	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزّر
242	آزَرَ	ل/م	109	آزر	آزر	ءازر	زر	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آزر
243	تَأَزَّرَ	ل	126	تأزر	تأزّر	تءزر	تزر	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأزّر
244	اِئْتَزَرَ	ل	114	ائتزر	ائتزر	اءتزر	تزر	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/ائتزر
245	اِتَّزَرَ	ل	118	اتزر	اتّزر	اتزر	تزر	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اتّزر
246	أَزَّ	ل	59	أز	أزّ	ءز	ز	3	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزّ
247	أَزَّ	ل/م	58	أز	أزّ	ءز	ز	3	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزّ
248	تَأَزَّزَ	ل	126	تأزز	تأزّز	تءزز	تز	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأزّز
249	اِئْتَزَّ	ل	114	ائتز	ائتزّ	اءتز	تز	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/ائتزّ
250	أَزِفَ	ل	56	أزف	أزف	ءزف	زف	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزف
251	آزَفَ	م	106	آزف	آزف	ءازف	زف	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آزف
252	تَآزَفَ	ل	123	تآزف	تآزف	تءءزف	تزف	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/تآزف
253	أَزَقَ	ل/م	54	أزق	أزق	ءزق	زق	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزق
254	تَأَزَّقَ	ل	126	تأزق	تأزّق	تءزق	تزق	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأزّق
255	أَزَلَ	ل/م	54	أزل	أزل	ءزل	زل	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزل
256	آزَلَ	ل	106	آزل	آزل	ءازل	زل	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آزل
257	تَأَزَّلَ	ل	126	تأزل	تأزّل	تءزل	تزل	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأزّل
258	أَزَمَ	ل/م	54	أزم	أزم	ءزم	زم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزم
259	أَزِمَ	ل	56	أزم	أزم	ءزم	زم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزم
260	تَأَزَّمَ	ل	126	تأزم	تأزّم	تءزم	تزم	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأزّم
261	أَزا	ل	62	أزا	أزا	ءزا	ز	3	مهموز	ناقص واوي	http://qutrub.arabeyes.org/verb/أزا
262	أَزَى	ل	65	أزى	أزى	ءزى	ز	3	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/أزى
263	أَزِيَ	ل	67	أزي	أزي	ءزي	ز	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أزي
264	أَزَّى	م	113	أزى	أزّى	ءزى	ز	4	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/أزّى
265	آزَى	ل	106	آزى	آزى	ءازى	ز	4	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/آزى
266	آزَى	ل	111	آزى	آزى	ءازى	ز	4	مهموز	ناقص يائي	http://qutrub.arabeyes.org/verb/آزى
267	تَأَزَّى	ل	127	تأزى	تأزّى	تءزى	تز	5	مضعف مهموز	ناقص	http://qutrub.arabeyes.org/verb/تأزّى
268	تَآزَى	ل	125	تآزى	تآزى	تءءزى	تز	5	مهموز	ناقص	http://qutrub.arabeyes.org/verb/تآزى
269	أَسِدَ	ل	56	أسد	أسد	ءسد	سد	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسد
270	أَسَّدَ	م	112	أسد	أسّد	ءسد	سد	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسّد
271	آسَدَ	م/ل	106	آسد	آسد	ءاسد	سد	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آسد
272	آسَدَ	ل	109	آسد	آسد	ءاسد	سد	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/آسد
273	تَأَسَّدَ	ل	126	تأسد	تأسّد	تءسد	تسد	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تأسّد
274	اِسْتَأْسَدَ	ل	129	استأسد	استأسد	استءسد	ستسد	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استأسد
275	أَسَرَ	م	54	أسر	أسر	ءسر	سر	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسر
